hotel_id,hotel_name,hotel_url,locality_id,review_count,TA_rating,TA_rank,hotel_features
5960548,Hilton Garden Inn New York/Manhattan-Midtown East,https://www.tripadvisor.com/Hotel_Review-g60763-d5960548-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,60763,1,162,4.5,"Free Wifi, Restaurant"
1791248,Hotel Mulberry,https://www.tripadvisor.com/Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html,60763,582,163,4.5,"Free Wifi, Breakfast included"
1201072,Ace Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d1201072-Reviews-Ace_Hotel_New_York-New_York_City_New_York.html,60763,1,164,4,"Free Wifi, Restaurant"
277882,Hampton Inn Manhattan-Seaport-Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d277882-Reviews-Hampton_Inn_Manhattan_Seaport_Financial_District-New_York_City_New_York.html,60763,1,165,4,"Free Wifi, Breakfast included"
5786212,Hilton Garden Inn New York/Central Park South-Midtown West,https://www.tripadvisor.com/Hotel_Review-g60763-d5786212-Reviews-Hilton_Garden_Inn_New_York_Central_Park_South_Midtown_West-New_York_City_New_York.html,60763,2,166,4,"Free Wifi, Restaurant"
1785018,The James New York-SoHo,https://www.tripadvisor.com/Hotel_Review-g60763-d1785018-Reviews-The_James_New_York_SoHo-New_York_City_New_York.html,60763,1,167,4.5,"Free Wifi, Pool"
6582176,Park Hyatt New York,https://www.tripadvisor.com/Hotel_Review-g60763-d6582176-Reviews-Park_Hyatt_New_York-New_York_City_New_York.html,60763,1,168,4.5,"Free Wifi, Room Service"
1234559,Holiday Inn New York City - Wall Street,https://www.tripadvisor.com/Hotel_Review-g60763-d1234559-Reviews-Holiday_Inn_New_York_City_Wall_Street-New_York_City_New_York.html,60763,728,169,4,"Free Wifi, Restaurant"
1858923,DoubleTree by Hilton Hotel New York City - Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d1858923-Reviews-DoubleTree_by_Hilton_Hotel_New_York_City_Financial_District-New_York_City_New_York.html,60763,2,170,3.5,"Restaurant, Room Service"
99332,Ameritania Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99332-Reviews-Ameritania_Hotel-New_York_City_New_York.html,60763,5,171,4.5,"Room Service, Bar/Lounge"
2622936,Wyndham Garden Chinatown,https://www.tripadvisor.com/Hotel_Review-g60763-d2622936-Reviews-Wyndham_Garden_Chinatown-New_York_City_New_York.html,60763,1,172,4.5,"Free Wifi, Restaurant"
99774,La Quinta Inn & Suites Manhattan,https://www.tripadvisor.com/Hotel_Review-g60763-d99774-Reviews-La_Quinta_Inn_Suites_Manhattan-New_York_City_New_York.html,60763,2,174,4,"Free Wifi, Breakfast included"
112039,Hotel Newton,https://www.tripadvisor.com/Hotel_Review-g60763-d112039-Reviews-Hotel_Newton-New_York_City_New_York.html,60763,1,175,4,Free Internet
1595302,"Club Quarters Hotel, World Trade Center",https://www.tripadvisor.com/Hotel_Review-g60763-d1595302-Reviews-Club_Quarters_Hotel_World_Trade_Center-New_York_City_New_York.html,60763,1,176,4.5,"Free Wifi, Restaurant"
99321,The Manhattan Club,https://www.tripadvisor.com/Hotel_Review-g60763-d99321-Reviews-The_Manhattan_Club-New_York_City_New_York.html,60763,1,177,4,"Free Wifi, Bar/Lounge"
112021,Broadway at Times Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d112021-Reviews-Broadway_at_Times_Square_Hotel-New_York_City_New_York.html,60763,2,178,4,"Free Wifi, Breakfast included"
1913413,The Jewel facing Rockefeller Center,https://www.tripadvisor.com/Hotel_Review-g60763-d1913413-Reviews-The_Jewel_facing_Rockefeller_Center-New_York_City_New_York.html,60763,1,179,4.5,"Free Wifi, Room Service"
217630,414 Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d217630-Reviews-414_Hotel-New_York_City_New_York.html,60763,1,180,4.5,"Free Wifi, Breakfast included"
7352347,Hotel Indigo Lower East Side New York,https://www.tripadvisor.com/Hotel_Review-g60763-d7352347-Reviews-Hotel_Indigo_Lower_East_Side_New_York-New_York_City_New_York.html,60763,637,181,4.5,"Free Wifi, Pool"
7737096,Holiday Inn New York City - Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d7737096-Reviews-Holiday_Inn_New_York_City_Times_Square-New_York_City_New_York.html,60763,616,182,4,"Free Wifi, Restaurant"
1128769,SIXTY LES,https://www.tripadvisor.com/Hotel_Review-g60763-d1128769-Reviews-SIXTY_LES-New_York_City_New_York.html,60763,1,183,4,"Free Wifi, Pool"
75737,Night Theater District,https://www.tripadvisor.com/Hotel_Review-g60763-d75737-Reviews-Night_Theater_District-New_York_City_New_York.html,60763,2,184,4,"Restaurant, Room Service"
1940859,Hyatt Herald Square New York,https://www.tripadvisor.com/Hotel_Review-g60763-d1940859-Reviews-Hyatt_Herald_Square_New_York-New_York_City_New_York.html,60763,931,185,4.5,"Free Wifi, Restaurant"
10679074,LUMA Hotel Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d10679074-Reviews-LUMA_Hotel_Times_Square-New_York_City_New_York.html,60763,123,186,4.5,"Free Wifi, Restaurant"
5039852,Courtyard by Marriott New York Manhattan/Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d5039852-Reviews-Courtyard_by_Marriott_New_York_Manhattan_Central_Park-New_York_City_New_York.html,60763,1,187,4,"Free Wifi, Restaurant"
1464151,Four Points by Sheraton Midtown - Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d1464151-Reviews-Four_Points_by_Sheraton_Midtown_Times_Square-New_York_City_New_York.html,60763,2,188,4,"Free Wifi, Restaurant"
93467,Gardens NYC–an Affinia hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93467-Reviews-Gardens_NYC_an_Affinia_hotel-New_York_City_New_York.html,60763,1,192,4.5,"Free Wifi, Room Service"
93431,The Tuscany - A St Giles Signature Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93431-Reviews-The_Tuscany_A_St_Giles_Signature_Hotel-New_York_City_New_York.html,60763,1,193,4.5,"Free Wifi, Restaurant"
1060157,Best Western Bowery Hanbee Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1060157-Reviews-Best_Western_Bowery_Hanbee_Hotel-New_York_City_New_York.html,60763,1,195,4,"Free Wifi, Breakfast included"
1485603,Comfort Inn Times Square West,https://www.tripadvisor.com/Hotel_Review-g60763-d1485603-Reviews-Comfort_Inn_Times_Square_West-New_York_City_New_York.html,60763,989,196,4,"Free Wifi, Breakfast included"
6877735,Fairfield Inn New York Manhattan/Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d6877735-Reviews-Fairfield_Inn_New_York_Manhattan_Financial_District-New_York_City_New_York.html,60763,389,199,4,"Free Wifi, Breakfast included"
8541913,Renaissance New York Midtown Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d8541913-Reviews-Renaissance_New_York_Midtown_Hotel-New_York_City_New_York.html,60763,634,201,4.5,"Free Wifi, Restaurant"
10040329,11 Howard,https://www.tripadvisor.com/Hotel_Review-g60763-d10040329-Reviews-11_Howard-New_York_City_New_York.html,60763,492,203,4.5,"Free Wifi, Restaurant"
4053109,SpringHill Suites New York Midtown Manhattan/Fifth Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d4053109-Reviews-SpringHill_Suites_New_York_Midtown_Manhattan_Fifth_Avenue-New_York_City_New_York.html,60763,975,204,4.5,"Free Wifi, Breakfast included"
122015,HGU New York,https://www.tripadvisor.com/Hotel_Review-g60763-d122015-Reviews-HGU_New_York-New_York_City_New_York.html,60763,176,205,4.5,"Free Wifi, Restaurant"
1235341,Carvi Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d1235341-Reviews-Carvi_Hotel_New_York-New_York_City_New_York.html,60763,576,206,4.5,Free Wifi
93534,Renaissance New York Times Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93534-Reviews-Renaissance_New_York_Times_Square_Hotel-New_York_City_New_York.html,60763,2,211,4.5,"Free Wifi, Restaurant"
99368,Courtyard New York Manhattan/Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d99368-Reviews-Courtyard_New_York_Manhattan_Times_Square-New_York_City_New_York.html,60763,1,212,4,"Free Wifi, Bar/Lounge"
157057,Chambers Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d157057-Reviews-Chambers_Hotel-New_York_City_New_York.html,60763,640,214,4.5,"Free Wifi, Restaurant"
620399,Duane Street Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d620399-Reviews-Duane_Street_Hotel-New_York_City_New_York.html,60763,615,215,4.5,"Free Wifi, Restaurant"
1149402,"The Standard, East Village",https://www.tripadvisor.com/Hotel_Review-g60763-d1149402-Reviews-The_Standard_East_Village-New_York_City_New_York.html,60763,690,216,4.5,"Free Wifi, Restaurant"
607712,"Club Quarters Hotel, opposite Rockefeller Center",https://www.tripadvisor.com/Hotel_Review-g60763-d607712-Reviews-Club_Quarters_Hotel_opposite_Rockefeller_Center-New_York_City_New_York.html,60763,1,218,4,"Free Wifi, Restaurant"
655944,AKA Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d655944-Reviews-AKA_Times_Square-New_York_City_New_York.html,60763,590,219,4.5,"Free Wifi, Fitness center"
99388,The Hotel @ New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html,60763,1,221,4,"Free Wifi, Breakfast included"
290978,Hotel St. James,https://www.tripadvisor.com/Hotel_Review-g60763-d290978-Reviews-Hotel_St_James-New_York_City_New_York.html,60763,2,222,3.5,Free Internet
1963673,The Gotham Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1963673-Reviews-The_Gotham_Hotel-New_York_City_New_York.html,60763,780,225,4,"Free Wifi, Restaurant"
1845644,Courtyard New York Manhattan/SoHo,https://www.tripadvisor.com/Hotel_Review-g60763-d1845644-Reviews-Courtyard_New_York_Manhattan_SoHo-New_York_City_New_York.html,60763,559,226,4.5,"Free Wifi, Restaurant"
1048678,The Hotel 91,https://www.tripadvisor.com/Hotel_Review-g60763-d1048678-Reviews-The_Hotel_91-New_York_City_New_York.html,60763,741,227,3.5,Free Wifi
4457041,Fairfield Inn & Suites New York Manhattan/Downtown East,https://www.tripadvisor.com/Hotel_Review-g60763-d4457041-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Downtown_East-New_York_City_New_York.html,60763,356,228,4,"Free Wifi, Breakfast included"
217627,Belnord Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d217627-Reviews-Belnord_Hotel-New_York_City_New_York.html,60763,1,229,3.5,Free Wifi
93359,Econo Lodge Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d93359-Reviews-Econo_Lodge_Times_Square-New_York_City_New_York.html,60763,1,230,4,"Free Wifi, Breakfast included"
93559,The Sherry-Netherland Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html,60763,698,231,5,"Free Wifi, Restaurant"
80087,Best Western Plus Hospitality House,https://www.tripadvisor.com/Hotel_Review-g60763-d80087-Reviews-Best_Western_Plus_Hospitality_House-New_York_City_New_York.html,60763,1,233,4.5,"Free Wifi, Breakfast included"
624442,Hotel 373 Fifth Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d624442-Reviews-Hotel_373_Fifth_Avenue-New_York_City_New_York.html,60763,1,234,4,Free Wifi
99333,Washington Jefferson Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99333-Reviews-Washington_Jefferson_Hotel-New_York_City_New_York.html,60763,1,236,4,"Free Wifi, Restaurant"
112019,Chelsea Savoy Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d112019-Reviews-Chelsea_Savoy_Hotel-New_York_City_New_York.html,60763,635,238,4,"Free Wifi, Breakfast included"
609602,Seafarers & International House,https://www.tripadvisor.com/Hotel_Review-g60763-d609602-Reviews-Seafarers_International_House-New_York_City_New_York.html,60763,247,240,4,Free Internet
224226,City Club Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d224226-Reviews-City_Club_Hotel-New_York_City_New_York.html,60763,835,241,4,"Free Wifi, Restaurant"
673077,Comfort Inn Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d673077-Reviews-Comfort_Inn_Times_Square_South-New_York_City_New_York.html,60763,1,242,4,"Free Wifi, Breakfast included"
93376,Night Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d93376-Reviews-Night_Times_Square-New_York_City_New_York.html,60763,4,243,3.5,"Free Wifi, Restaurant"
3502291,Comfort Inn Midtown West,https://www.tripadvisor.com/Hotel_Review-g60763-d3502291-Reviews-Comfort_Inn_Midtown_West-New_York_City_New_York.html,60763,541,244,4,"Free Wifi, Breakfast included"
121996,The Gregory Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d121996-Reviews-The_Gregory_Hotel-New_York_City_New_York.html,60763,556,247,4,"Free Wifi, Restaurant"
634696,The Bowery Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d634696-Reviews-The_Bowery_Hotel-New_York_City_New_York.html,60763,625,248,4.5,"Free Wifi, Restaurant"
113298,Four Seasons Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d113298-Reviews-Four_Seasons_Hotel_New_York-New_York_City_New_York.html,60763,146,249,4.5,"Free Wifi, Restaurant"
620040,Wingate by Wyndham Manhattan Midtown,https://www.tripadvisor.com/Hotel_Review-g60763-d620040-Reviews-Wingate_by_Wyndham_Manhattan_Midtown-New_York_City_New_York.html,60763,2,250,4,"Free Wifi, Breakfast included"
224223,"nyma, the New York Manhattan Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d224223-Reviews-Nyma_the_New_York_Manhattan_Hotel-New_York_City_New_York.html,60763,2,252,4,"Free Wifi, Breakfast included"
1237128,Hotel Hayden,https://www.tripadvisor.com/Hotel_Review-g60763-d1237128-Reviews-Hotel_Hayden-New_York_City_New_York.html,60763,164,253,4,"Free Wifi, Restaurant"
93612,Shoreham,https://www.tripadvisor.com/Hotel_Review-g60763-d93612-Reviews-Shoreham-New_York_City_New_York.html,60763,1,254,3.5,"Restaurant, Room Service"
99354,Moderne Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99354-Reviews-Moderne_Hotel-New_York_City_New_York.html,60763,1,255,4.5,Free Wifi
3168954,SoHo Garden Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d3168954-Reviews-SoHo_Garden_Hotel-New_York_City_New_York.html,60763,411,256,3.5,Free Wifi
4446427,Hotel Boutique At Grand Central,https://www.tripadvisor.com/Hotel_Review-g60763-d4446427-Reviews-Hotel_Boutique_At_Grand_Central-New_York_City_New_York.html,60763,498,257,4.5,"Free Wifi, Restaurant"
223019,Broadway Plaza Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d223019-Reviews-Broadway_Plaza_Hotel-New_York_City_New_York.html,60763,1,258,4,"Free Wifi, Breakfast included"
93622,Travel Inn Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93622-Reviews-Travel_Inn_Hotel_New_York-New_York_City_New_York.html,60763,1,260,3.5,Pool
866615,Hampton Inn Manhattan-SoHo,https://www.tripadvisor.com/Hotel_Review-g60763-d866615-Reviews-Hampton_Inn_Manhattan_SoHo-New_York_City_New_York.html,60763,1,262,4,"Free Wifi, Breakfast included"
1563892,Flatiron Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1563892-Reviews-Flatiron_Hotel-New_York_City_New_York.html,60763,780,263,4,"Free Wifi, Restaurant"
93610,Royalton New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93610-Reviews-Royalton_New_York_Hotel-New_York_City_New_York.html,60763,2,264,4,"Restaurant, Bar/Lounge"
93565,Hotel Stanford,https://www.tripadvisor.com/Hotel_Review-g60763-d93565-Reviews-Hotel_Stanford-New_York_City_New_York.html,60763,1,265,4,"Free Wifi, Breakfast included"
4451787,"Club Quarters Hotel, Grand Central",https://www.tripadvisor.com/Hotel_Review-g60763-d4451787-Reviews-Club_Quarters_Hotel_Grand_Central-New_York_City_New_York.html,60763,616,266,4.5,"Free Wifi, Restaurant"
488793,Solita Soho Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d488793-Reviews-Solita_Soho_Hotel-New_York_City_New_York.html,60763,472,268,4,"Free Wifi, Bar/Lounge"
121981,Americana Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d121981-Reviews-Americana_Inn-New_York_City_New_York.html,60763,723,269,3.5,
1028569,Greenwich Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1028569-Reviews-Greenwich_Hotel-New_York_City_New_York.html,60763,525,270,4.5,"Free Wifi, Pool"
1746459,The Nolitan Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1746459-Reviews-The_Nolitan_Hotel-New_York_City_New_York.html,60763,947,272,4.5,"Free Wifi, Restaurant"
93568,"The Algonquin Hotel Times Square, Autograph Collection",https://www.tripadvisor.com/Hotel_Review-g60763-d93568-Reviews-The_Algonquin_Hotel_Times_Square_Autograph_Collection-New_York_City_New_York.html,60763,1,273,4,"Free Wifi, Restaurant"
93586,The Mansfield,https://www.tripadvisor.com/Hotel_Review-g60763-d93586-Reviews-The_Mansfield-New_York_City_New_York.html,60763,1,274,3.5,"Restaurant, Bar/Lounge"
5072714,The Broome,https://www.tripadvisor.com/Hotel_Review-g60763-d5072714-Reviews-The_Broome-New_York_City_New_York.html,60763,462,276,5,"Free Wifi, Breakfast included"
1217376,36 Hudson Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1217376-Reviews-36_Hudson_Hotel-New_York_City_New_York.html,60763,585,278,4,Free Wifi
281234,Four Points by Sheraton Manhattan Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d281234-Reviews-Four_Points_by_Sheraton_Manhattan_Chelsea-New_York_City_New_York.html,60763,1,281,4,"Free Wifi, Pool"
251906,The Wall Street Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d251906-Reviews-The_Wall_Street_Inn-New_York_City_New_York.html,60763,507,282,4,"Free Wifi, Breakfast included"
80075,Amsterdam Court Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d80075-Reviews-Amsterdam_Court_Hotel-New_York_City_New_York.html,60763,3,283,3.5,"Restaurant, Bar/Lounge"
80107,Roger Smith Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d80107-Reviews-Roger_Smith_Hotel-New_York_City_New_York.html,60763,2,284,4,"Free Wifi, Bar/Lounge"
7182733,The Paul Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d7182733-Reviews-The_Paul_Hotel-New_York_City_New_York.html,60763,663,285,4,"Free Wifi, Pool"
194238,The Court – A St Giles Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d194238-Reviews-The_Court_A_St_Giles_Hotel-New_York_City_New_York.html,60763,2,286,4,"Free Wifi, Restaurant"
6555841,The Leon Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d6555841-Reviews-The_Leon_Hotel-New_York_City_New_York.html,60763,387,287,4.5,Free Wifi
5888246,Comfort Inn Lower East Side,https://www.tripadvisor.com/Hotel_Review-g60763-d5888246-Reviews-Comfort_Inn_Lower_East_Side-New_York_City_New_York.html,60763,164,288,4,"Free Wifi, Breakfast included"
6219365,Hotel Hugo,https://www.tripadvisor.com/Hotel_Review-g60763-d6219365-Reviews-Hotel_Hugo-New_York_City_New_York.html,60763,1,289,4,"Free Wifi, Restaurant"
254605,Hotel Shocard at Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d254605-Reviews-Hotel_Shocard_at_Times_Square-New_York_City_New_York.html,60763,201,290,4,"Free Wifi, Bar/Lounge"
292140,Sohotel,https://www.tripadvisor.com/Hotel_Review-g60763-d292140-Reviews-Sohotel-New_York_City_New_York.html,60763,1,291,3.5,"Free Wifi, Bar/Lounge"
217629,3 West Club,https://www.tripadvisor.com/Hotel_Review-g60763-d217629-Reviews-3_West_Club-New_York_City_New_York.html,60763,136,292,4,"Free Wifi, Restaurant"
93374,Off Soho Suites,https://www.tripadvisor.com/Hotel_Review-g60763-d93374-Reviews-Off_Soho_Suites-New_York_City_New_York.html,60763,269,293,3.5,"Free Wifi, Fitness center"
93401,Heritage Hotel New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html,60763,756,294,3.5,"Free Wifi, Breakfast included"
247814,The Gatsby Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d247814-Reviews-The_Gatsby_Hotel-New_York_City_New_York.html,60763,50,295,4,"Free Wifi, Fitness center"
121987,The Milburn Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d121987-Reviews-The_Milburn_Hotel-New_York_City_New_York.html,60763,1,297,4,"Free Wifi, Fitness center"
1572980,Crosby Street Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1572980-Reviews-Crosby_Street_Hotel-New_York_City_New_York.html,60763,773,299,5,"Free Wifi, Restaurant"
1415127,The French Quarters Guest Apartments,https://www.tripadvisor.com/Hotel_Review-g60763-d1415127-Reviews-The_French_Quarters_Guest_Apartments-New_York_City_New_York.html,60763,1,300,4.5,"Free Wifi, Breakfast included"
8615610,"The Beekman, A Thompson Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d8615610-Reviews-The_Beekman_A_Thompson_Hotel-New_York_City_New_York.html,60763,424,301,5,"Free Wifi, Restaurant"
6883205,1 Hotel Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d6883205-Reviews-1_Hotel_Central_Park-New_York_City_New_York.html,60763,1,302,4.5,"Free Wifi, Restaurant"
7778097,EVEN Hotel Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d7778097-Reviews-EVEN_Hotel_Times_Square_South-New_York_City_New_York.html,60763,995,303,5,"Free Wifi, Restaurant"
217622,Dylan Hotel NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d217622-Reviews-Dylan_Hotel_NYC-New_York_City_New_York.html,60763,877,304,3.5,"Free Wifi, Restaurant"
1383001,Comfort Inn Manhattan Bridge,https://www.tripadvisor.com/Hotel_Review-g60763-d1383001-Reviews-Comfort_Inn_Manhattan_Bridge-New_York_City_New_York.html,60763,565,305,4,"Free Wifi, Breakfast included"
10066892,Hotel 50 Bowery NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html,60763,232,306,5,"Free Wifi, Restaurant"
99391,Courtyard New York Manhattan/Fifth Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d99391-Reviews-Courtyard_New_York_Manhattan_Fifth_Avenue-New_York_City_New_York.html,60763,907,307,4,"Free Wifi, Fitness center"
7363884,NobleDEN Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d7363884-Reviews-NobleDEN_Hotel-New_York_City_New_York.html,60763,632,308,4.5,Free Wifi
1583937,Redford Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1583937-Reviews-Redford_Hotel-New_York_City_New_York.html,60763,26,309,3.5,"Free Wifi, Breakfast included"
2151571,Hotel Americano,https://www.tripadvisor.com/Hotel_Review-g60763-d2151571-Reviews-Hotel_Americano-New_York_City_New_York.html,60763,405,310,3.5,"Free Wifi, Pool"
1379306,The Hilton Club - New York,https://www.tripadvisor.com/Hotel_Review-g60763-d1379306-Reviews-The_Hilton_Club_New_York-New_York_City_New_York.html,60763,638,311,4.5,"Free Wifi, Restaurant"
1177864,The GEM Hotel Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d1177864-Reviews-The_GEM_Hotel_Chelsea-New_York_City_New_York.html,60763,1,312,4,"Free Wifi, Bar/Lounge"
