hotel_id,hotel_name,hotel_url,locality_id,review_count,TA_rating,TA_rank,hotel_features
1733337,Sutton Court Hotel Residences,https://www.tripadvisor.com/Hotel_Review-g60763-d1733337-Reviews-Sutton_Court_Hotel_Residences-New_York_City_New_York.html,60763,61,449,4.5,"Free Wifi, Fitness center"
313862,Soho House New York,https://www.tripadvisor.com/Hotel_Review-g60763-d313862-Reviews-Soho_House_New_York-New_York_City_New_York.html,60763,253,450,4.5,"Free Wifi, Pool"
93338,Hotel Beacon,https://www.tripadvisor.com/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html,60763,3,8,4.5,"Free Wifi, Bar/Lounge"
262330,Millennium Hilton New York Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d262330-Reviews-Millennium_Hilton_New_York_Downtown-New_York_City_New_York.html,60763,4,9,4,"Pool, Restaurant"
93462,InterContinental New York Barclay,https://www.tripadvisor.com/Hotel_Review-g60763-d93462-Reviews-InterContinental_New_York_Barclay-New_York_City_New_York.html,60763,996,10,4.5,"Free Wifi, Restaurant"
4799063,Hyatt Centric Times Square New York,https://www.tripadvisor.com/Hotel_Review-g60763-d4799063-Reviews-Hyatt_Centric_Times_Square_New_York-New_York_City_New_York.html,60763,3,11,4.5,"Free Wifi, Restaurant"
112064,Warwick New York,https://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html,60763,4,13,4.5,"Free Wifi, Restaurant"
93486,Millennium Broadway New York Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d93486-Reviews-Millennium_Broadway_New_York_Times_Square-New_York_City_New_York.html,60763,5,16,4,"Restaurant, Room Service"
518280,Room Mate Grace,https://www.tripadvisor.com/Hotel_Review-g60763-d518280-Reviews-Room_Mate_Grace-New_York_City_New_York.html,60763,932,17,4.5,"Free Wifi, Pool"
224214,The Bryant Park Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,60763,3,19,4.5,"Free Wifi, Restaurant"
126260,Lotte New York Palace,https://www.tripadvisor.com/Hotel_Review-g60763-d126260-Reviews-Lotte_New_York_Palace-New_York_City_New_York.html,60763,3,20,4.5,"Room Service, Bar/Lounge"
93466,Doubletree Hotel Metropolitan - New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d93466-Reviews-Doubletree_Hotel_Metropolitan_New_York_City-New_York_City_New_York.html,60763,4,21,3.5,"Restaurant, Room Service"
93589,The Michelangelo Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-The_Michelangelo_Hotel-New_York_City_New_York.html,60763,3,27,4.5,"Free Wifi, Room Service"
601762,Blue Moon Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d601762-Reviews-Blue_Moon_Hotel-New_York_City_New_York.html,60763,532,29,4,"Free Wifi, Breakfast included"
93358,Pod 51 Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,60763,4,30,4,"Free Wifi, Bar/Lounge"
99387,Avalon Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99387-Reviews-Avalon_Hotel-New_York_City_New_York.html,60763,1,61,4.5,"Free Wifi, Fitness center"
122014,"Gild Hall, a Thompson Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d122014-Reviews-Gild_Hall_a_Thompson_Hotel-New_York_City_New_York.html,60763,1,62,4.5,"Free Wifi, Restaurant"
2173604,Dream Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html,60763,3,63,4.5,"Free Wifi, Pool"
6407567,Hilton Garden Inn New York - Times Square Central,https://www.tripadvisor.com/Hotel_Review-g60763-d6407567-Reviews-Hilton_Garden_Inn_New_York_Times_Square_Central-New_York_City_New_York.html,60763,1,64,4,"Free Wifi, Restaurant"
93390,Hotel Belleclaire,https://www.tripadvisor.com/Hotel_Review-g60763-d93390-Reviews-Hotel_Belleclaire-New_York_City_New_York.html,60763,3,65,4,"Free Wifi, Fitness center"
93603,"The Pierre, A Taj Hotel, New York",https://www.tripadvisor.com/Hotel_Review-g60763-d93603-Reviews-The_Pierre_A_Taj_Hotel_New_York-New_York_City_New_York.html,60763,1,68,4.5,"Free Wifi, Restaurant"
208452,Conrad New York,https://www.tripadvisor.com/Hotel_Review-g60763-d208452-Reviews-Conrad_New_York-New_York_City_New_York.html,60763,3,69,4.5,"Free Wifi, Restaurant"
3580899,Hampton Inn Manhattan / Downtown - Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial_District-New_York_City_New_York.html,60763,543,71,4,"Free Wifi, Breakfast included"
6201200,The Lex NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d6201200-Reviews-The_Lex_NYC-New_York_City_New_York.html,60763,667,73,4.5,"Free Wifi, Breakfast included"
1149404,Doubletree By Hilton - Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d1149404-Reviews-Doubletree_By_Hilton_Times_Square_South-New_York_City_New_York.html,60763,1,74,4,"Free Wifi, Restaurant"
3344640,Refinery Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d3344640-Reviews-Refinery_Hotel-New_York_City_New_York.html,60763,4,78,4.5,"Free Wifi, Restaurant"
7014966,Holiday Inn Manhattan - Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d7014966-Reviews-Holiday_Inn_Manhattan_Financial_District-New_York_City_New_York.html,60763,1,79,4,"Free Wifi, Restaurant"
1181739,The Jane,https://www.tripadvisor.com/Hotel_Review-g60763-d1181739-Reviews-The_Jane-New_York_City_New_York.html,60763,1,80,4,"Free Wifi, Restaurant"
113300,Omni Berkshire Place,https://www.tripadvisor.com/Hotel_Review-g60763-d113300-Reviews-Omni_Berkshire_Place-New_York_City_New_York.html,60763,3,81,4.5,"Restaurant, Room Service"
99327,Fitzpatrick Grand Central Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99327-Reviews-Fitzpatrick_Grand_Central_Hotel-New_York_City_New_York.html,60763,2,82,4.5,"Restaurant, Room Service"
93607,Loews Regency New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93607-Reviews-Loews_Regency_New_York_Hotel-New_York_City_New_York.html,60763,1,85,4.5,"Free Wifi, Restaurant"
4945551,WestHouse Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d4945551-Reviews-WestHouse_Hotel_New_York-New_York_City_New_York.html,60763,1,87,4.5,"Free Wifi, Breakfast included"
93382,Washington Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93382-Reviews-Washington_Square_Hotel-New_York_City_New_York.html,60763,1,88,4,"Free Wifi, Breakfast included"
121991,Seton Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html,60763,790,90,4,Free Wifi
93335,The Kimberly Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93335-Reviews-The_Kimberly_Hotel-New_York_City_New_York.html,60763,1,106,4.5,"Restaurant, Room Service"
1186070,"Marriott Vacation Club Pulse, New York City",https://www.tripadvisor.com/Hotel_Review-g60763-d1186070-Reviews-Marriott_Vacation_Club_Pulse_New_York_City-New_York_City_New_York.html,60763,2,108,4.5,"Free Wifi, Restaurant"
93334,Excelsior Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93334-Reviews-Excelsior_Hotel-New_York_City_New_York.html,60763,2,112,4,"Restaurant, Room Service"
1500405,Hampton Inn Manhattan/Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d1500405-Reviews-Hampton_Inn_Manhattan_Times_Square_South-New_York_City_New_York.html,60763,2,113,4,"Free Wifi, Breakfast included"
93566,The Surrey,https://www.tripadvisor.com/Hotel_Review-g60763-d93566-Reviews-The_Surrey-New_York_City_New_York.html,60763,1,118,4.5,"Free Wifi, Restaurant"
3572583,Holiday Inn Express New York - Manhattan West Side,https://www.tripadvisor.com/Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_New_York_Manhattan_West_Side-New_York_City_New_York.html,60763,1,181,4,"Free Wifi, Breakfast included"
3236642,Holiday Inn NYC - Lower East Side,https://www.tripadvisor.com/Hotel_Review-g60763-d3236642-Reviews-Holiday_Inn_NYC_Lower_East_Side-New_York_City_New_York.html,60763,708,182,4,"Free Wifi, Restaurant"
80112,San Carlos Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d80112-Reviews-San_Carlos_Hotel-New_York_City_New_York.html,60763,1,183,4.5,"Free Wifi, Breakfast included"
93337,Kitano New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93337-Reviews-Kitano_New_York-New_York_City_New_York.html,60763,1,186,4.5,"Free Wifi, Restaurant"
4972409,The Marlton Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d4972409-Reviews-The_Marlton_Hotel-New_York_City_New_York.html,60763,596,187,4.5,"Free Wifi, Restaurant"
4283443,The High Line Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d4283443-Reviews-The_High_Line_Hotel-New_York_City_New_York.html,60763,616,188,4.5,"Free Wifi, Bar/Lounge"
673080,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d673080-Reviews-Holiday_Inn_NYC_Manhattan_6th_Avenue_Chelsea-New_York_City_New_York.html,60763,1,189,3.5,"Free Wifi, Restaurant"
632551,Hilton Garden Inn New York/Tribeca,https://www.tripadvisor.com/Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html,60763,1,191,4,"Free Wifi, Restaurant"
6727310,The Ludlow New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d6727310-Reviews-The_Ludlow_New_York_City-New_York_City_New_York.html,60763,649,192,4.5,"Free Wifi, Restaurant"
1641016,"The Chatwal, A Luxury Collection Hotel, New York",https://www.tripadvisor.com/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal_A_Luxury_Collection_Hotel_New_York-New_York_City_New_York.html,60763,1,193,4.5,"Free Wifi, Pool"
2643161,The NoMad Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel-New_York_City_New_York.html,60763,825,194,4.5,"Free Wifi, Restaurant"
93419,"The Carlyle, A Rosewood Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d93419-Reviews-The_Carlyle_A_Rosewood_Hotel-New_York_City_New_York.html,60763,781,195,4.5,"Free Wifi, Restaurant"
6510520,Hilton Garden Inn New York/Midtown Park Ave,https://www.tripadvisor.com/Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html,60763,1,196,4.5,"Free Wifi, Bar/Lounge"
2439732,The Out NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d2439732-Reviews-The_Out_NYC-New_York_City_New_York.html,60763,1,198,4,"Free Wifi, Restaurant"
1783324,Sheraton Tribeca New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html,60763,1,199,4,"Free Wifi, Restaurant"
641209,Hilton Garden Inn New York/Manhattan-Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d641209-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Chelsea-New_York_City_New_York.html,60763,2,200,4,"Free Wifi, Restaurant"
3529145,Holiday Inn Express Manhattan Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d3529145-Reviews-Holiday_Inn_Express_Manhattan_Times_Square_South-New_York_City_New_York.html,60763,1,201,4.5,"Free Wifi, Breakfast included"
7182804,Residence Inn New York Downtown Manhattan/World Trade Center Area,https://www.tripadvisor.com/Hotel_Review-g60763-d7182804-Reviews-Residence_Inn_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City_New_Yor.html,60763,632,205,4.5,"Free Wifi, Breakfast included"
571166,Gramercy Park Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d571166-Reviews-Gramercy_Park_Hotel-New_York_City_New_York.html,60763,1,208,4.5,"Free Wifi, Restaurant"
113311,The Peninsula New York,https://www.tripadvisor.com/Hotel_Review-g60763-d113311-Reviews-The_Peninsula_New_York-New_York_City_New_York.html,60763,1,209,4.5,"Free Wifi, Pool"
5039880,Courtyard New York Manhattan/Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d5039880-Reviews-Courtyard_New_York_Manhattan_Chelsea-New_York_City_New_York.html,60763,841,210,4.5,"Free Wifi, Fitness center"
805827,AKA Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d805827-Reviews-AKA_Central_Park-New_York_City_New_York.html,60763,441,211,4.5,"Free Wifi, Restaurant"
93585,Lowell Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93585-Reviews-Lowell_Hotel-New_York_City_New_York.html,60763,300,212,4.5,"Free Wifi, Restaurant"
93583,The Lombardy Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93583-Reviews-The_Lombardy_Hotel-New_York_City_New_York.html,60763,457,213,4,"Free Wifi, Breakfast included"
93452,Life Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93452-Reviews-Life_Hotel-New_York_City_New_York.html,60763,1,214,4,Free Wifi
220243,W New York - Union Square,https://www.tripadvisor.com/Hotel_Review-g60763-d220243-Reviews-W_New_York_Union_Square-New_York_City_New_York.html,60763,1,215,4,"Free Wifi, Restaurant"
112052,The Mark,https://www.tripadvisor.com/Hotel_Review-g60763-d112052-Reviews-The_Mark-New_York_City_New_York.html,60763,725,220,4.5,"Free Wifi, Restaurant"
498869,Hampton Inn Manhattan - Madison Square Garden Area,https://www.tripadvisor.com/Hotel_Review-g60763-d498869-Reviews-Hampton_Inn_Manhattan_Madison_Square_Garden_Area-New_York_City_New_York.html,60763,1,222,4,"Free Wifi, Breakfast included"
4274398,Courtyard New York Manhattan/Times Square West,https://www.tripadvisor.com/Hotel_Review-g60763-d4274398-Reviews-Courtyard_New_York_Manhattan_Times_Square_West-New_York_City_New_York.html,60763,1,226,4.5,"Free Wifi, Restaurant"
1139717,Holiday Inn Express New York City Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d1139717-Reviews-Holiday_Inn_Express_New_York_City_Times_Square-New_York_City_New_York.html,60763,2,227,4,"Free Wifi, Breakfast included"
1157456,Four Points by Sheraton Manhattan SoHo Village,https://www.tripadvisor.com/Hotel_Review-g60763-d1157456-Reviews-Four_Points_by_Sheraton_Manhattan_SoHo_Village-New_York_City_New_York.html,60763,936,228,4,"Free Wifi, Restaurant"
1025779,Candlewood Suites New York City Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d1025779-Reviews-Candlewood_Suites_New_York_City_Times_Square-New_York_City_New_York.html,60763,1,229,4,"Free Wifi, Fitness center"
1949647,Fairfield Inn & Suites New York Manhattan/Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d1949647-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Chelsea-New_York_City_New_York.html,60763,821,230,4.5,"Free Wifi, Breakfast included"
1465008,Holiday Inn Express New York City-Wall Street,https://www.tripadvisor.com/Hotel_Review-g60763-d1465008-Reviews-Holiday_Inn_Express_New_York_City_Wall_Street-New_York_City_New_York.html,60763,506,231,4,"Free Wifi, Breakfast included"
1462005,W New York - Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d1462005-Reviews-W_New_York_Downtown-New_York_City_New_York.html,60763,1,232,4,"Restaurant, Room Service"
584986,Hotel Central Fifth Avenue New York,https://www.tripadvisor.com/Hotel_Review-g60763-d584986-Reviews-Hotel_Central_Fifth_Avenue_New_York-New_York_City_New_York.html,60763,1,233,4,"Free Wifi, Breakfast included"
1390172,Fairfield Inn & Suites New York Manhattan/Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d1390172-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square-New_York_City_New_York.html,60763,1,234,4,"Free Wifi, Breakfast included"
99389,The Evelyn,https://www.tripadvisor.com/Hotel_Review-g60763-d99389-Reviews-The_Evelyn-New_York_City_New_York.html,60763,2,235,4,"Free Wifi, Fitness center"
223021,"Club Quarters Hotel, Midtown",https://www.tripadvisor.com/Hotel_Review-g60763-d223021-Reviews-Club_Quarters_Hotel_Midtown-New_York_City_New_York.html,60763,1,236,4,"Free Wifi, Restaurant"
93333,Wolcott Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93333-Reviews-Wolcott_Hotel-New_York_City_New_York.html,60763,2,237,4,Breakfast included
93614,The St. Regis New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93614-Reviews-The_St_Regis_New_York-New_York_City_New_York.html,60763,705,238,4.5,"Free Wifi, Pool"
4702789,The Towers at Lotte New York Palace,https://www.tripadvisor.com/Hotel_Review-g60763-d4702789-Reviews-The_Towers_at_Lotte_New_York_Palace-New_York_City_New_York.html,60763,1,239,5,"Free Wifi, Room Service"
6733290,Hotel 32 32,https://www.tripadvisor.com/Hotel_Review-g60763-d6733290-Reviews-Hotel_32_32-New_York_City_New_York.html,60763,532,240,4,"Free Wifi, Breakfast included"
93364,Hotel Deauville,https://www.tripadvisor.com/Hotel_Review-g60763-d93364-Reviews-Hotel_Deauville-New_York_City_New_York.html,60763,664,451,4,Free Wifi
1161809,The Helmsley Windsor,https://www.tripadvisor.com/Hotel_Review-g60763-d1161809-Reviews-The_Helmsley_Windsor-New_York_City_New_York.html,60763,15,452,4.5,Room Service
1484261,Oakwood at the Blake,https://www.tripadvisor.com/Hotel_Review-g60763-d1484261-Reviews-Oakwood_at_the_Blake-New_York_City_New_York.html,60763,2,453,5,"Free Wifi, Fitness center"
268217,Oakwood at 777 6th Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d268217-Reviews-Oakwood_at_777_6th_Avenue-New_York_City_New_York.html,60763,3,454,4.5,"Restaurant, Fitness center"
1161789,Inter-Continental Central Park South New York,https://www.tripadvisor.com/Hotel_Review-g60763-d1161789-Reviews-Inter_Continental_Central_Park_South_New_York-New_York_City_New_York.html,60763,4,455,5,
93421,Hotel Carter,https://www.tripadvisor.com/Hotel_Review-g60763-d93421-Reviews-Hotel_Carter-New_York_City_New_York.html,60763,4,456,2.5,
260396,The Amsterdam Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d260396-Reviews-The_Amsterdam_Inn-New_York_City_New_York.html,60763,110,457,3,
665814,The Soho Loft,https://www.tripadvisor.com/Hotel_Review-g60763-d665814-Reviews-The_Soho_Loft-New_York_City_New_York.html,60763,25,458,3,"Free Wifi, Restaurant"
1199530,Oxbridge Midtown East Apartments,https://www.tripadvisor.com/Hotel_Review-g60763-d1199530-Reviews-Oxbridge_Midtown_East_Apartments-New_York_City_New_York.html,60763,11,459,3.5,Free Wifi
256738,Envoy Club Suites,https://www.tripadvisor.com/Hotel_Review-g60763-d256738-Reviews-Envoy_Club_Suites-New_York_City_New_York.html,60763,129,460,3.5,Fitness center
268218,Oakwood at Longacre House,https://www.tripadvisor.com/Hotel_Review-g60763-d268218-Reviews-Oakwood_at_Longacre_House-New_York_City_New_York.html,60763,1,461,3,"Free Wifi, Fitness center"
6217892,Flushing Motel,https://www.tripadvisor.com/Hotel_Review-g60763-d6217892-Reviews-Flushing_Motel-New_York_City_New_York.html,60763,5,462,3,Free Wifi
540545,Chelsea Inn - 11th Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d540545-Reviews-Chelsea_Inn_11th_Avenue-New_York_City_New_York.html,60763,18,463,2,Free Wifi
224229,Hotel Riverside Studios,https://www.tripadvisor.com/Hotel_Review-g60763-d224229-Reviews-Hotel_Riverside_Studios-New_York_City_New_York.html,60763,294,464,2,
1049347,The Melrose Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1049347-Reviews-The_Melrose_Hotel-New_York_City_New_York.html,60763,2,465,3,"Restaurant, Bar/Lounge"
290982,La Semana Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d290982-Reviews-La_Semana_Hotel-New_York_City_New_York.html,60763,32,466,1.5,
12675805,MADE Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d12675805-Reviews-MADE_Hotel-New_York_City_New_York.html,60763,,,,"Free Wifi, Restaurant"
11894988,Safehouse Suites,https://www.tripadvisor.com/Hotel_Review-g60763-d11894988-Reviews-Safehouse_Suites-New_York_City_New_York.html,60763,,,,
75688,Dream Midtown,https://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html,60763,116,91,4,"Free Wifi, Restaurant"
113309,Fitzpatrick Manhattan Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d113309-Reviews-Fitzpatrick_Manhattan_Hotel-New_York_City_New_York.html,60763,1,94,4.5,"Restaurant, Room Service"
2148819,Hotel 48LEX New York,https://www.tripadvisor.com/Hotel_Review-g60763-d2148819-Reviews-Hotel_48LEX_New_York-New_York_City_New_York.html,60763,1,96,4.5,"Free Wifi, Breakfast included"
6023925,Residence Inn New York Manhattan/Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d6023925-Reviews-Residence_Inn_New_York_Manhattan_Central_Park-New_York_City_New_York.html,60763,1,97,4.5,"Free Wifi, Breakfast included"
1878946,Aloft Harlem,https://www.tripadvisor.com/Hotel_Review-g60763-d1878946-Reviews-Aloft_Harlem-New_York_City_New_York.html,60763,707,100,4,"Free Wifi, Pool"
3613090,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,https://www.tripadvisor.com/Hotel_Review-g60763-d3613090-Reviews-Fairfield_Inn_Suites_New_York_Midtown_Manhattan_Penn_Station-New_York_City_New_York.html,60763,1,103,4.5,"Free Wifi, Breakfast included"
3973287,Best Western Premier Herald Square,https://www.tripadvisor.com/Hotel_Review-g60763-d3973287-Reviews-Best_Western_Premier_Herald_Square-New_York_City_New_York.html,60763,1,104,4.5,"Free Wifi, Breakfast included"
249656,The Premier Times Square by Millennium,https://www.tripadvisor.com/Hotel_Review-g60763-d249656-Reviews-The_Premier_Times_Square_by_Millennium-New_York_City_New_York.html,60763,766,105,4,"Free Wifi, Breakfast included"
3583686,Residence Inn New York Manhattan / Midtown East,https://www.tripadvisor.com/Hotel_Review-g60763-d3583686-Reviews-Residence_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,60763,1,110,4.5,"Free Wifi, Breakfast included"
99302,The Bentley Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99302-Reviews-The_Bentley_Hotel-New_York_City_New_York.html,60763,3,112,4,"Restaurant, Room Service"
224224,"The Ritz-Carlton New York, Central Park",https://www.tripadvisor.com/Hotel_Review-g60763-d224224-Reviews-The_Ritz_Carlton_New_York_Central_Park-New_York_City_New_York.html,60763,1,114,4.5,"Free Wifi, Restaurant"
93351,Cosmopolitan Hotel - Tribeca,https://www.tripadvisor.com/Hotel_Review-g60763-d93351-Reviews-Cosmopolitan_Hotel_Tribeca-New_York_City_New_York.html,60763,1,115,4,"Free Wifi, Fitness center"
93575,The Franklin,https://www.tripadvisor.com/Hotel_Review-g60763-d93575-Reviews-The_Franklin-New_York_City_New_York.html,60763,703,118,3.5,"Free Wifi, Breakfast included"
502408,Fifty NYC–an Affinia hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d502408-Reviews-Fifty_NYC_an_Affinia_hotel-New_York_City_New_York.html,60763,1,119,4.5,"Free Wifi, Room Service"
208455,The Roxy Hotel Tribeca,https://www.tripadvisor.com/Hotel_Review-g60763-d208455-Reviews-The_Roxy_Hotel_Tribeca-New_York_City_New_York.html,60763,487,239,4.5,"Free Wifi, Restaurant"
268216,Hampton Inn Manhattan-Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d268216-Reviews-Hampton_Inn_Manhattan_Chelsea-New_York_City_New_York.html,60763,1,68,4.5,"Free Wifi, Breakfast included"
